source	target
Stromal cell_DCN high	"columnar cell of endocervix:uterine smooth muscle cell:epithelial cell of cervix:epithelial cell of uterus:|||:stromal cell:Kolmer-Agduhr neuron:M cell of gut:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:mesenchymal stem cell:stromal cell of pancreas:stromal cell of endometrium:|||:type N enteroendocrine cell:type G enteroendocrine cell:type D enteroendocrine cell:Feyrter cell"
Stromal cell_ERRFI1 high	"stromal cell of endometrium:decidual cell:myometrial cell:epithelial cell of cervix:|||:stromal cell:Kolmer-Agduhr neuron:M cell of gut:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of pancreas:stromal cell of ovarian cortex:mesenchymal stem cell:|||:type G enteroendocrine cell:type N enteroendocrine cell:parafollicular cell:type D enteroendocrine cell"
Stromal cell_GPX3 high	"mesodermal cell:mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesenchymal stem cell of abdominal adipose:|||:stromal cell:Kolmer-Agduhr neuron:nodal myocyte:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of pancreas:mesenchymal stem cell:stromal cell of endometrium:|||:parafollicular cell:type N enteroendocrine cell:type D enteroendocrine cell:type G enteroendocrine cell"
Stromal cell_HES1 high	"adrenal medulla chromaffin cell:|||:stromal cell:Kolmer-Agduhr neuron:Feyrter cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell:stromal cell of pancreas:stromal cell of ovary:stromal cell of endometrium:|||:nodal myocyte:parafollicular cell:M cell of gut:type D enteroendocrine cell"
Stromal cell_LOX high	"decidual cell:mesodermal cell:epithelial cell of uterus:uterine smooth muscle cell:|||:stromal cell:Kolmer-Agduhr neuron:parafollicular cell:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of pancreas:stromal cell of endometrium:stromal cell of ovarian cortex:|||:type N enteroendocrine cell:type D enteroendocrine cell:type G enteroendocrine cell:Feyrter cell"
Stromal cell_LUM high	"uterine smooth muscle cell:epithelial cell of cervix:columnar cell of endocervix:epithelial cell of uterus:|||:stromal cell:Kolmer-Agduhr neuron:parafollicular cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:mesenchymal stem cell:stromal cell of pancreas:stromal cell of endometrium:|||:nodal myocyte:type N enteroendocrine cell:type G enteroendocrine cell:type D enteroendocrine cell"
Stromal cell_MFAP4 high	"epithelial cell of appendix:smooth muscle cell of cecum:epithelial cell of large intestine:smooth muscle cell of large intestine:|||:stromal cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:stromal cell of ovarian cortex:|||:type N enteroendocrine cell:Feyrter cell:nodal myocyte:T cell"
Stromal cell_MFAP5 high	"mesodermal cell:|||:stromal cell:Kolmer-Agduhr neuron:M cell of gut:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:stromal cell of ovarian cortex:|||:type N enteroendocrine cell:parafollicular cell:Feyrter cell:nodal myocyte"
Stromal cell_MGP high	"mesodermal cell:primordial germ cell:bladder urothelial cell:urothelial cell of trigone of urinary bladder:|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:mesenchymal stem cell:stromal cell of endometrium:stromal cell of pancreas:|||:B cell:type D enteroendocrine cell:type N enteroendocrine cell:Feyrter cell"
Stromal cell_NOV high	"adrenal medulla chromaffin cell:|||:stromal cell:Kolmer-Agduhr neuron:M cell of gut:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:stromal cell of pancreas:stromal cell of endometrium:mesenchymal stem cell:|||:B cell:Feyrter cell:type G enteroendocrine cell:type D enteroendocrine cell"
Stromal cell_PCP4 high	"calvarial osteoblast:|||:stromal cell:Kolmer-Agduhr neuron:Feyrter cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of pancreas:stromal cell of ovary:stromal cell of endometrium:mesenchymal stem cell:|||:T cell:type N enteroendocrine cell:parafollicular cell:type D enteroendocrine cell"
Stromal cell_PLA2G2A high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:stromal cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of pancreas:stromal cell of ovary:stromal cell of ovarian cortex:stromal cell of ovarian medulla:|||:type N enteroendocrine cell:type G enteroendocrine cell:Feyrter cell:nodal myocyte"
Stromal cell_PRG4 high	"cell of skeletal muscle:adaxial cell:|||:stromal cell:stromal cell of ovary:type N enteroendocrine cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of pancreas:stromal cell of endometrium:mesenchymal stem cell:type D cell of stomach:|||:Kolmer-Agduhr neuron:type D enteroendocrine cell:type G enteroendocrine cell:M cell of gut"
Stromal cell_PTGDS high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of pancreas:mesenchymal stem cell:stromal cell of ovary:stromal cell of endometrium:|||:Feyrter cell:type D enteroendocrine cell:M cell of gut:nodal myocyte"
Stromal cell_PTGDS_high	"ectodermal cell:gastrula cell:neural cell:neuronal stem cell:|||:stromal cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of pancreas:mesenchymal stem cell:stromal cell of ovary:stromal cell of endometrium:|||:type G enteroendocrine cell:Feyrter cell:parafollicular cell:nodal myocyte"
Stromal cell_SFRP2 high	"decidual cell:mesodermal cell:epithelial cell of uterus:uterine smooth muscle cell:|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell of ovary:mesenchymal stem cell:stromal cell of pancreas:stromal cell of endometrium:|||:B cell:nodal myocyte:type N enteroendocrine cell:parafollicular cell"
Stromal cell_SULT1E1 high	"calvarial osteoblast:|||:stromal cell:Kolmer-Agduhr neuron:type N enteroendocrine cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:|||:Feyrter cell:type G enteroendocrine cell:nodal myocyte:B cell"
Stromal cell_TSLP high	"gastric goblet cell:mucous cell of stomach:|||:stromal cell:Kolmer-Agduhr neuron:type N enteroendocrine cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell:stromal cell of ovary:stromal cell of endometrium:stromal cell of pancreas:|||:parafollicular cell:Feyrter cell:M cell of gut:T cell"
Superficial cell	"ureter adventitial cell:ureter urothelial cell:ureter smooth muscle cell:renal filtration cell:|||:pigmented ciliary epithelial cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pericardial nephrocyte:perineural cell:scleral cell:prickle cell:|||:B cell:T cell:M cell of gut:type N enteroendocrine cell"
Sympathetic neuron	"central nervous system neuron:central nervous system macrophage:neuronal stem cell:oligodendrocyte precursor cell:|||:neuron:enteric neuron:Rohon-Beard neuron:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:sympathetic cholinergic neuron:Mauthner neuron:sympathetic noradrenergic neuron:glutamatergic neuron:|||:dendritic epidermal T cell:serotonergic neuron:cerebellum glutamatergic neuron:nitrergic neuron"
Syncytiotrophoblast 	"placental villous trophoblast:mesodermal cell:decidual cell:chorionic membrane mesenchymal stem cell:|||:syncytiotrophoblast cell:trophoblast cell:ooblast:mammotroph:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:spongiotrophoblast cell:anchoring trophoblast:trophoblast giant cell:mononuclear cytotrophoblast cell"
Syncytiotrophoblast cell	"mesodermal cell:chorionic membrane mesenchymal stem cell:|||:non-terminally differentiated cell:syncytiotrophoblast cell:T cell:trophoblast cell:|||:syncytiotrophoblast cell:immature basophil:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:spongiotrophoblast cell:trophoblast giant cell:mononuclear cytotrophoblast cell:intermediate trophoblast cell"
T cell	"adrenal medulla chromaffin cell:|||:T cell:gamma-delta T cell:garland cell:type N enteroendocrine cell:|||:T cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:tip cell:hepatic stellate cell:DN2 thymocyte:Tr1 cell"
T cell_CCL4 high	"epithelial cell of large intestine:smooth muscle cell of cecum:smooth muscle cell of colon:epithelial cell of appendix:|||:T cell:nodal myocyte:Feyrter cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:Tc2 cell:DN2 thymocyte:hepatic stellate cell:|||:M cell of gut:type G enteroendocrine cell:parafollicular cell:type D enteroendocrine cell"
T cell_CCL5 high	"mesodermal cell:|||:T cell:parafollicular cell:nodal myocyte:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:Tr1 cell:DN2 thymocyte:pro-T cell:|||:type D enteroendocrine cell:type G enteroendocrine cell:Feyrter cell:M cell of gut"
T cell_GNLY high	"mesodermal cell:vascular associated smooth muscle cell:|||:T cell:gamma-delta T cell:Feyrter cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:native cell:pro-T cell:mast cell progenitor:|||:B cell:parafollicular cell:type G enteroendocrine cell:type D enteroendocrine cell"
T cell_GZMA high	"epithelial cell of small intestine:smooth muscle cell of small intestine:enteric smooth muscle cell:|||:T cell:M cell of gut:type N enteroendocrine cell:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:Tc2 cell:fat cell:hepatic stellate cell:|||:type G enteroendocrine cell:type D enteroendocrine cell:nodal myocyte:B cell"
T cell_IFNG high	"epithelial cell of small intestine:smooth muscle cell of small intestine:enteric smooth muscle cell:|||:T cell:B cell:parafollicular cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:native cell:cell in vitro:M cell of gut:type B pancreatic cell:|||:Feyrter cell:type D enteroendocrine cell:type G enteroendocrine cell:nodal myocyte"
T cell_IL7R high	"mesothelial cell of visceral peritoneum:mesothelial cell of peritoneum:mesodermal cell:mesenchymal stem cell of abdominal adipose:|||:T cell:nodal myocyte:type D enteroendocrine cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:T-helper 1 cell:hepatic stellate cell:fat cell:|||:type N enteroendocrine cell:B cell:type G enteroendocrine cell:Feyrter cell"
T cell_LEPROTL1 high	"mesothelial cell of visceral peritoneum:mesothelial cell of peritoneum:mesenchymal stem cell of abdominal adipose:mesodermal cell:|||:T cell:type N enteroendocrine cell:parafollicular cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type B pancreatic cell:mast cell progenitor:M cell of gut:stem cell of epidermis:|||:type G enteroendocrine cell:Feyrter cell:nodal myocyte:type D enteroendocrine cell"
T cell_TRAC high	"mesodermal cell:vascular associated smooth muscle cell:|||:T cell:gamma-delta T cell:type D enteroendocrine cell:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type D cell of stomach:brush cell of trachea:type A cell of stomach:type B pancreatic cell:|||:type G enteroendocrine cell:parafollicular cell:M cell of gut:type N enteroendocrine cell"
Tendon cell_GCG high	"adaxial cell:|||:tendon cell:type N enteroendocrine cell:pro-T cell:DN4 thymocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endocrine cell:Kenyon cell:endodermal cell:enteroendocrine cell:|||:decidual natural killer cell, human:DN3 thymocyte:DN2 thymocyte:natural killer cell"
Theca cell	"theca cell:luteal cell:primordial germ cell:primitive red blood cell:|||:cap cell:Kolmer-Agduhr neuron:T cell:Feyrter cell:|||:theca cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiocyte:endothelial cell of high endothelial venule:Tc2 cell:T-helper 2 cell"
